order_id,customer_id,order_date,required_date,shipped_date,store_id,staff_id
477,449,02-10-2016,05-10-2016,04-10-2016,1,2
478,304,02-10-2016,05-10-2016,03-10-2016,2,7
479,984,03-10-2016,04-10-2016,04-10-2016,2,6
480,686,04-10-2016,07-10-2016,05-10-2016,1,3
481,481,04-10-2016,07-10-2016,06-10-2016,3,9
482,513,05-10-2016,06-10-2016,06-10-2016,2,6
483,703,06-10-2016,07-10-2016,09-10-2016,1,2
484,421,06-10-2016,09-10-2016,07-10-2016,2,7
485,465,06-10-2016,08-10-2016,07-10-2016,2,7
486,709,06-10-2016,08-10-2016,09-10-2016,2,7
487,827,06-10-2016,09-10-2016,09-10-2016,2,6
488,921,06-10-2016,09-10-2016,08-10-2016,2,6
489,899,06-10-2016,08-10-2016,08-10-2016,3,8
490,876,07-10-2016,10-10-2016,09-10-2016,2,6
491,1048,08-10-2016,10-10-2016,11-10-2016,1,2
492,191,09-10-2016,10-10-2016,12-10-2016,1,2
493,796,09-10-2016,12-10-2016,11-10-2016,1,3
494,875,09-10-2016,10-10-2016,11-10-2016,2,6
495,712,10-10-2016,12-10-2016,13-10-2016,1,3
496,193,10-10-2016,12-10-2016,11-10-2016,2,6
497,785,10-10-2016,11-10-2016,11-10-2016,2,6
498,1331,10-10-2016,12-10-2016,11-10-2016,2,6
499,260,11-10-2016,14-10-2016,13-10-2016,1,2
500,148,11-10-2016,12-10-2016,13-10-2016,2,6
501,977,11-10-2016,12-10-2016,13-10-2016,2,7
502,401,12-10-2016,13-10-2016,13-10-2016,3,9
503,932,13-10-2016,16-10-2016,14-10-2016,2,6
504,1381,14-10-2016,15-10-2016,15-10-2016,1,2
505,721,14-10-2016,16-10-2016,17-10-2016,2,6
506,831,14-10-2016,16-10-2016,16-10-2016,2,6
507,1378,15-10-2016,17-10-2016,17-10-2016,1,3
508,1359,15-10-2016,18-10-2016,18-10-2016,2,6
509,235,16-10-2016,17-10-2016,17-10-2016,2,7
510,586,17-10-2016,18-10-2016,18-10-2016,2,7
511,377,18-10-2016,20-10-2016,19-10-2016,2,7
512,8,19-10-2016,22-10-2016,20-10-2016,2,7
513,155,19-10-2016,21-10-2016,21-10-2016,2,6
514,927,19-10-2016,21-10-2016,20-10-2016,2,7
515,986,19-10-2016,20-10-2016,22-10-2016,2,6
516,111,21-10-2016,23-10-2016,24-10-2016,2,6
517,613,21-10-2016,22-10-2016,24-10-2016,2,6
518,1374,22-10-2016,24-10-2016,25-10-2016,1,2
519,54,22-10-2016,23-10-2016,24-10-2016,2,7
520,639,23-10-2016,26-10-2016,24-10-2016,2,7
521,664,23-10-2016,25-10-2016,25-10-2016,2,6
522,724,23-10-2016,24-10-2016,24-10-2016,2,7
523,1056,24-10-2016,26-10-2016,27-10-2016,2,6
524,569,25-10-2016,26-10-2016,27-10-2016,1,2
525,1315,26-10-2016,28-10-2016,29-10-2016,1,3
526,1096,26-10-2016,28-10-2016,28-10-2016,2,6
527,506,27-10-2016,29-10-2016,28-10-2016,1,2
528,676,28-10-2016,31-10-2016,31-10-2016,2,7
529,753,28-10-2016,30-10-2016,31-10-2016,2,7
530,773,28-10-2016,31-10-2016,31-10-2016,2,6
531,116,28-10-2016,29-10-2016,30-10-2016,3,8
532,817,29-10-2016,31-10-2016,30-10-2016,2,7
533,1334,29-10-2016,01-11-2016,01-11-2016,2,6
534,1406,29-10-2016,30-10-2016,31-10-2016,2,7
535,835,29-10-2016,31-10-2016,01-11-2016,3,9
536,759,31-10-2016,02-11-2016,01-11-2016,1,3
537,1353,31-10-2016,01-11-2016,03-11-2016,1,2
538,341,02-11-2016,05-11-2016,05-11-2016,2,6
539,1144,02-11-2016,04-11-2016,03-11-2016,2,7
540,1429,03-11-2016,05-11-2016,06-11-2016,1,3
541,1228,04-11-2016,07-11-2016,07-11-2016,1,3
542,313,04-11-2016,06-11-2016,05-11-2016,2,7
543,62,06-11-2016,09-11-2016,08-11-2016,2,6
544,321,06-11-2016,07-11-2016,08-11-2016,2,7
545,1108,08-11-2016,10-11-2016,09-11-2016,3,9
546,470,09-11-2016,12-11-2016,10-11-2016,2,7
547,20,09-11-2016,11-11-2016,10-11-2016,3,8
548,739,11-11-2016,13-11-2016,13-11-2016,2,7
549,64,12-11-2016,12-11-2016,NULL,3,9
550,892,12-11-2016,14-11-2016,15-11-2016,2,7
551,1169,12-11-2016,13-11-2016,13-11-2016,2,6
552,1282,12-11-2016,15-11-2016,13-11-2016,2,7
553,913,12-11-2016,13-11-2016,15-11-2016,3,9
554,104,13-11-2016,14-11-2016,16-11-2016,1,3
555,212,13-11-2016,14-11-2016,16-11-2016,2,7
556,61,13-11-2016,14-11-2016,15-11-2016,3,9
557,1248,14-11-2016,17-11-2016,15-11-2016,2,6
558,1443,15-11-2016,16-11-2016,17-11-2016,2,7
559,959,16-11-2016,17-11-2016,17-11-2016,1,2
560,1405,18-11-2016,19-11-2016,21-11-2016,2,6
561,90,19-11-2016,22-11-2016,22-11-2016,2,6
562,942,19-11-2016,20-11-2016,22-11-2016,2,7
563,365,20-11-2016,22-11-2016,21-11-2016,2,6
564,1058,20-11-2016,23-11-2016,22-11-2016,2,7
565,894,21-11-2016,22-11-2016,22-11-2016,2,7
566,298,22-11-2016,25-11-2016,23-11-2016,1,3
567,1430,22-11-2016,23-11-2016,23-11-2016,1,2
568,1275,23-11-2016,25-11-2016,24-11-2016,1,3
569,707,23-11-2016,24-11-2016,25-11-2016,2,6
570,989,23-11-2016,24-11-2016,25-11-2016,2,6
571,5,24-11-2016,25-11-2016,27-11-2016,1,2
572,178,24-11-2016,26-11-2016,26-11-2016,2,6
573,423,24-11-2016,26-11-2016,27-11-2016,2,6
574,833,26-11-2016,27-11-2016,29-11-2016,2,7
575,33,27-11-2016,28-11-2016,30-11-2016,1,3
576,1272,27-11-2016,30-11-2016,28-11-2016,1,3
577,445,27-11-2016,30-11-2016,29-11-2016,2,6
578,819,27-11-2016,28-11-2016,29-11-2016,2,7
579,160,27-11-2016,30-11-2016,29-11-2016,3,8
580,581,30-11-2016,02-12-2016,02-12-2016,1,3
581,688,03-12-2016,05-12-2016,06-12-2016,1,3
582,32,04-12-2016,04-12-2016,NULL,1,2
583,792,04-12-2016,05-12-2016,07-12-2016,2,7
584,1209,04-12-2016,05-12-2016,05-12-2016,2,7
585,1219,04-12-2016,05-12-2016,05-12-2016,2,7
586,1306,04-12-2016,06-12-2016,05-12-2016,2,6
587,487,06-12-2016,08-12-2016,08-12-2016,1,2
588,102,06-12-2016,07-12-2016,07-12-2016,2,7
589,719,06-12-2016,07-12-2016,07-12-2016,2,7
590,990,06-12-2016,09-12-2016,07-12-2016,2,7
591,1211,06-12-2016,09-12-2016,09-12-2016,2,7
592,1232,06-12-2016,08-12-2016,08-12-2016,2,7
593,50,07-12-2016,10-12-2016,08-12-2016,3,8
594,1318,07-12-2016,08-12-2016,08-12-2016,3,8
595,538,08-12-2016,09-12-2016,11-12-2016,1,2
596,952,08-12-2016,09-12-2016,09-12-2016,1,3
597,1121,08-12-2016,09-12-2016,10-12-2016,2,6
598,40,09-12-2016,09-12-2016,NULL,1,3
599,1,09-12-2016,10-12-2016,12-12-2016,2,6
600,624,09-12-2016,12-12-2016,11-12-2016,2,7
601,683,09-12-2016,10-12-2016,10-12-2016,2,6
602,823,09-12-2016,10-12-2016,11-12-2016,2,6
603,1032,09-12-2016,10-12-2016,10-12-2016,2,7
604,96,10-12-2016,13-12-2016,12-12-2016,2,7
605,1208,10-12-2016,11-12-2016,12-12-2016,2,6
606,18,11-12-2016,12-12-2016,13-12-2016,2,7
607,309,11-12-2016,14-12-2016,13-12-2016,2,6
608,1103,12-12-2016,15-12-2016,14-12-2016,1,3
609,896,12-12-2016,13-12-2016,14-12-2016,2,7
610,711,13-12-2016,15-12-2016,14-12-2016,2,6
611,1073,15-12-2016,17-12-2016,18-12-2016,2,7
612,634,16-12-2016,17-12-2016,17-12-2016,2,7
613,1159,17-12-2016,19-12-2016,19-12-2016,2,7
614,654,18-12-2016,21-12-2016,21-12-2016,1,2
615,560,19-12-2016,22-12-2016,21-12-2016,3,9
616,1444,20-12-2016,23-12-2016,23-12-2016,2,6
617,118,21-12-2016,23-12-2016,23-12-2016,2,7
618,131,21-12-2016,22-12-2016,22-12-2016,2,6
619,454,22-12-2016,25-12-2016,25-12-2016,2,7
620,466,22-12-2016,24-12-2016,24-12-2016,2,6
621,1157,23-12-2016,25-12-2016,24-12-2016,2,6
622,1398,23-12-2016,26-12-2016,25-12-2016,2,7
623,678,24-12-2016,26-12-2016,27-12-2016,2,6
624,814,24-12-2016,25-12-2016,27-12-2016,2,6
625,1163,25-12-2016,28-12-2016,26-12-2016,1,2
626,130,25-12-2016,28-12-2016,27-12-2016,2,7
627,1119,25-12-2016,26-12-2016,28-12-2016,2,6
628,561,26-12-2016,29-12-2016,27-12-2016,1,3
629,973,26-12-2016,27-12-2016,29-12-2016,1,2
630,1404,26-12-2016,27-12-2016,28-12-2016,2,6
631,855,27-12-2016,29-12-2016,29-12-2016,1,3
632,163,27-12-2016,29-12-2016,29-12-2016,2,7
633,1040,28-12-2016,31-12-2016,30-12-2016,3,8
634,27,29-12-2016,01-01-2017,30-12-2016,2,6
635,520,30-12-2016,02-01-2017,31-12-2016,2,6
636,532,03-01-2017,04-01-2017,05-01-2017,1,2
637,512,03-01-2017,05-01-2017,05-01-2017,2,6
638,1302,04-01-2017,05-01-2017,06-01-2017,2,7
639,550,06-01-2017,07-01-2017,07-01-2017,2,6
640,1093,06-01-2017,08-01-2017,07-01-2017,2,6
641,673,07-01-2017,10-01-2017,08-01-2017,1,3
642,847,07-01-2017,09-01-2017,10-01-2017,2,7
643,901,08-01-2017,09-01-2017,11-01-2017,1,3
644,439,08-01-2017,11-01-2017,10-01-2017,2,6
645,1199,08-01-2017,11-01-2017,10-01-2017,2,6
646,975,09-01-2017,12-01-2017,11-01-2017,1,2
647,283,09-01-2017,10-01-2017,11-01-2017,2,7
648,684,09-01-2017,11-01-2017,11-01-2017,2,6
649,1153,10-01-2017,11-01-2017,13-01-2017,1,3
650,729,11-01-2017,14-01-2017,12-01-2017,1,2
651,190,11-01-2017,13-01-2017,13-01-2017,2,7
652,985,12-01-2017,15-01-2017,13-01-2017,3,9
653,1249,14-01-2017,17-01-2017,15-01-2017,1,2
654,1129,14-01-2017,15-01-2017,17-01-2017,2,7
655,347,16-01-2017,17-01-2017,18-01-2017,1,3
656,949,16-01-2017,17-01-2017,18-01-2017,2,7
657,349,17-01-2017,19-01-2017,20-01-2017,1,2
658,1051,17-01-2017,18-01-2017,18-01-2017,2,7
659,1391,17-01-2017,19-01-2017,18-01-2017,2,7
660,383,18-01-2017,19-01-2017,19-01-2017,2,7
661,626,18-01-2017,19-01-2017,20-01-2017,2,6
662,1125,19-01-2017,20-01-2017,20-01-2017,1,3
663,344,20-01-2017,22-01-2017,23-01-2017,1,3
664,681,20-01-2017,23-01-2017,22-01-2017,2,7
665,29,21-01-2017,22-01-2017,23-01-2017,2,6
666,770,21-01-2017,22-01-2017,24-01-2017,2,7
667,858,22-01-2017,24-01-2017,25-01-2017,2,7
668,297,22-01-2017,23-01-2017,24-01-2017,3,8
669,745,23-01-2017,24-01-2017,26-01-2017,2,7
670,361,24-01-2017,25-01-2017,25-01-2017,2,6
671,922,25-01-2017,28-01-2017,26-01-2017,2,7
672,908,26-01-2017,29-01-2017,29-01-2017,2,6
673,64,26-01-2017,28-01-2017,27-01-2017,3,9
674,733,27-01-2017,28-01-2017,29-01-2017,2,6
675,291,28-01-2017,31-01-2017,30-01-2017,2,7
676,790,28-01-2017,30-01-2017,31-01-2017,2,7
677,809,28-01-2017,31-01-2017,30-01-2017,2,7
678,250,28-01-2017,29-01-2017,31-01-2017,3,9
679,81,29-01-2017,30-01-2017,30-01-2017,1,3
680,245,29-01-2017,01-02-2017,30-01-2017,1,3
681,499,29-01-2017,01-02-2017,31-01-2017,2,7
682,614,29-01-2017,30-01-2017,30-01-2017,2,6
683,741,29-01-2017,31-01-2017,01-02-2017,2,6
684,762,31-01-2017,01-02-2017,02-02-2017,2,6
685,976,31-01-2017,03-02-2017,02-02-2017,2,7
686,380,01-02-2017,03-02-2017,04-02-2017,2,7
687,530,02-02-2017,05-02-2017,04-02-2017,1,3
688,343,02-02-2017,03-02-2017,05-02-2017,2,7
689,884,02-02-2017,03-02-2017,05-02-2017,2,7
690,1097,03-02-2017,04-02-2017,06-02-2017,1,2
691,1081,04-02-2017,06-02-2017,06-02-2017,2,7
692,2,05-02-2017,05-02-2017,NULL,1,3
693,1233,05-02-2017,07-02-2017,06-02-2017,1,3
694,58,05-02-2017,06-02-2017,08-02-2017,2,7
695,606,05-02-2017,08-02-2017,07-02-2017,2,7
696,1242,05-02-2017,08-02-2017,08-02-2017,2,7
697,562,06-02-2017,08-02-2017,09-02-2017,1,2
698,543,06-02-2017,08-02-2017,09-02-2017,3,8
699,958,06-02-2017,08-02-2017,09-02-2017,3,9
700,4,07-02-2017,10-02-2017,08-02-2017,2,6
701,850,07-02-2017,08-02-2017,09-02-2017,3,9
702,1352,08-02-2017,09-02-2017,11-02-2017,1,3
703,417,08-02-2017,09-02-2017,09-02-2017,2,7
704,1137,08-02-2017,09-02-2017,11-02-2017,2,6
705,1196,08-02-2017,11-02-2017,11-02-2017,2,7
706,1271,09-02-2017,12-02-2017,10-02-2017,1,2
707,79,09-02-2017,11-02-2017,11-02-2017,2,7
708,660,10-02-2017,12-02-2017,11-02-2017,1,2
709,1162,11-02-2017,13-02-2017,12-02-2017,2,6
710,295,13-02-2017,15-02-2017,16-02-2017,2,6
711,1246,13-02-2017,16-02-2017,14-02-2017,2,6
712,173,13-02-2017,14-02-2017,16-02-2017,3,9
713,207,13-02-2017,14-02-2017,15-02-2017,3,8
714,805,14-02-2017,17-02-2017,15-02-2017,2,7
715,12,15-02-2017,15-02-2017,NULL,2,6
716,672,15-02-2017,17-02-2017,18-02-2017,2,6
717,1312,15-02-2017,18-02-2017,17-02-2017,2,6
718,38,16-02-2017,17-02-2017,17-02-2017,2,7
719,200,16-02-2017,19-02-2017,18-02-2017,2,6
720,382,16-02-2017,19-02-2017,19-02-2017,2,6
721,625,16-02-2017,19-02-2017,17-02-2017,2,7
722,1399,18-02-2017,20-02-2017,21-02-2017,2,7
723,845,19-02-2017,21-02-2017,22-02-2017,2,6
724,864,19-02-2017,22-02-2017,21-02-2017,2,6
725,870,19-02-2017,22-02-2017,22-02-2017,2,7
726,969,19-02-2017,22-02-2017,20-02-2017,2,6
727,962,19-02-2017,22-02-2017,21-02-2017,3,9
728,1138,20-02-2017,21-02-2017,23-02-2017,1,3
729,897,20-02-2017,22-02-2017,21-02-2017,2,7
730,500,21-02-2017,24-02-2017,22-02-2017,2,6
731,910,25-02-2017,27-02-2017,27-02-2017,3,9
732,147,26-02-2017,27-02-2017,01-03-2017,2,7
733,832,26-02-2017,01-03-2017,27-02-2017,2,7
734,939,26-02-2017,28-02-2017,01-03-2017,3,9
735,20,27-02-2017,27-02-2017,NULL,3,9
736,184,27-02-2017,28-02-2017,28-02-2017,2,7
737,694,27-02-2017,01-03-2017,28-02-2017,2,6
738,124,28-02-2017,01-03-2017,03-03-2017,1,2
739,49,28-02-2017,01-03-2017,02-03-2017,2,6
740,1113,28-02-2017,01-03-2017,02-03-2017,2,6
741,119,28-02-2017,01-03-2017,01-03-2017,3,8
742,433,28-02-2017,01-03-2017,01-03-2017,3,9
743,137,01-03-2017,04-03-2017,04-03-2017,2,6
744,166,01-03-2017,02-03-2017,02-03-2017,2,7
745,698,01-03-2017,03-03-2017,03-03-2017,2,7
746,391,02-03-2017,04-03-2017,05-03-2017,1,3
747,87,03-03-2017,04-03-2017,05-03-2017,1,3
748,1072,03-03-2017,05-03-2017,04-03-2017,3,8
749,255,04-03-2017,07-03-2017,05-03-2017,2,7
750,232,04-03-2017,07-03-2017,05-03-2017,3,8
751,731,05-03-2017,08-03-2017,07-03-2017,1,3
752,335,05-03-2017,06-03-2017,07-03-2017,2,6
753,1201,05-03-2017,08-03-2017,08-03-2017,2,7
754,646,06-03-2017,07-03-2017,08-03-2017,1,2
755,531,06-03-2017,07-03-2017,07-03-2017,2,6
756,1143,06-03-2017,07-03-2017,09-03-2017,2,6
757,1336,06-03-2017,08-03-2017,09-03-2017,2,7
758,953,06-03-2017,08-03-2017,07-03-2017,3,9
759,284,07-03-2017,09-03-2017,08-03-2017,2,7
760,1104,07-03-2017,10-03-2017,10-03-2017,2,6
761,1291,07-03-2017,08-03-2017,10-03-2017,2,7
762,572,08-03-2017,09-03-2017,09-03-2017,2,6
763,842,08-03-2017,10-03-2017,09-03-2017,3,9
764,701,09-03-2017,10-03-2017,12-03-2017,1,2
765,1152,09-03-2017,11-03-2017,12-03-2017,1,2
766,141,09-03-2017,11-03-2017,12-03-2017,2,6
767,564,09-03-2017,10-03-2017,11-03-2017,2,7
768,841,09-03-2017,12-03-2017,10-03-2017,2,7
769,946,09-03-2017,11-03-2017,11-03-2017,2,6
770,135,09-03-2017,11-03-2017,11-03-2017,3,9
771,671,11-03-2017,14-03-2017,12-03-2017,1,3
772,448,11-03-2017,12-03-2017,13-03-2017,2,7
773,1385,11-03-2017,12-03-2017,12-03-2017,2,6
774,690,12-03-2017,14-03-2017,14-03-2017,2,6
775,968,12-03-2017,13-03-2017,13-03-2017,2,6
776,490,13-03-2017,15-03-2017,16-03-2017,2,6
777,496,13-03-2017,16-03-2017,16-03-2017,2,6
778,56,15-03-2017,15-03-2017,NULL,3,9
779,367,15-03-2017,16-03-2017,18-03-2017,2,6
780,592,15-03-2017,17-03-2017,17-03-2017,2,6
781,1018,15-03-2017,16-03-2017,17-03-2017,2,6
782,1298,15-03-2017,16-03-2017,18-03-2017,2,7
783,1343,16-03-2017,19-03-2017,17-03-2017,1,2
784,430,16-03-2017,19-03-2017,19-03-2017,2,7
785,794,18-03-2017,19-03-2017,20-03-2017,1,2
786,249,18-03-2017,20-03-2017,19-03-2017,2,6
787,700,18-03-2017,20-03-2017,19-03-2017,3,9
788,1363,18-03-2017,20-03-2017,20-03-2017,3,9
789,772,19-03-2017,20-03-2017,20-03-2017,2,6
790,1015,19-03-2017,21-03-2017,22-03-2017,2,7
791,432,20-03-2017,22-03-2017,23-03-2017,2,6
792,479,22-03-2017,23-03-2017,24-03-2017,2,6
793,653,23-03-2017,24-03-2017,24-03-2017,2,6
794,863,23-03-2017,25-03-2017,24-03-2017,2,7
795,992,23-03-2017,25-03-2017,26-03-2017,2,7
796,154,23-03-2017,26-03-2017,25-03-2017,3,9
797,374,24-03-2017,26-03-2017,26-03-2017,2,7
798,619,26-03-2017,28-03-2017,29-03-2017,1,3
799,607,27-03-2017,28-03-2017,29-03-2017,1,3
800,1057,27-03-2017,29-03-2017,28-03-2017,2,6
801,78,28-03-2017,29-03-2017,30-03-2017,1,2
802,340,28-03-2017,29-03-2017,30-03-2017,2,6
803,1105,28-03-2017,31-03-2017,30-03-2017,3,8
804,95,29-03-2017,31-03-2017,30-03-2017,2,6
805,420,29-03-2017,30-03-2017,01-04-2017,2,6
806,234,30-03-2017,31-03-2017,31-03-2017,2,7
807,1148,30-03-2017,01-04-2017,02-04-2017,2,6
808,315,31-03-2017,02-04-2017,02-04-2017,2,6
809,1222,31-03-2017,03-04-2017,03-04-2017,2,7
810,153,01-04-2017,01-04-2017,NULL,3,8
811,524,01-04-2017,04-04-2017,04-04-2017,2,7
812,1164,01-04-2017,02-04-2017,03-04-2017,2,7
813,1203,01-04-2017,03-04-2017,02-04-2017,3,9
814,629,02-04-2017,05-04-2017,03-04-2017,2,7
815,1251,03-04-2017,05-04-2017,04-04-2017,1,3
816,811,03-04-2017,05-04-2017,05-04-2017,2,6
817,301,04-04-2017,05-04-2017,07-04-2017,2,7
818,1319,04-04-2017,07-04-2017,07-04-2017,2,6
819,221,04-04-2017,07-04-2017,05-04-2017,3,9
820,725,05-04-2017,08-04-2017,07-04-2017,2,7
821,1181,05-04-2017,07-04-2017,08-04-2017,2,7
822,294,06-04-2017,08-04-2017,09-04-2017,2,7
823,415,06-04-2017,07-04-2017,08-04-2017,3,8
824,993,07-04-2017,09-04-2017,10-04-2017,1,2
825,10,07-04-2017,08-04-2017,09-04-2017,2,7
826,45,07-04-2017,10-04-2017,10-04-2017,2,6
827,666,07-04-2017,10-04-2017,10-04-2017,2,7
828,246,09-04-2017,10-04-2017,12-04-2017,2,6
829,674,09-04-2017,10-04-2017,10-04-2017,2,7
830,431,11-04-2017,14-04-2017,12-04-2017,2,6
831,1000,11-04-2017,12-04-2017,12-04-2017,2,7
832,1215,11-04-2017,12-04-2017,12-04-2017,2,7
833,406,12-04-2017,14-04-2017,15-04-2017,2,7
834,890,12-04-2017,13-04-2017,15-04-2017,2,6
835,940,13-04-2017,15-04-2017,14-04-2017,1,2
836,455,13-04-2017,16-04-2017,14-04-2017,2,6
837,948,13-04-2017,16-04-2017,14-04-2017,2,7
838,1395,14-04-2017,17-04-2017,15-04-2017,2,7
839,1332,15-04-2017,18-04-2017,16-04-2017,1,3
840,372,15-04-2017,16-04-2017,16-04-2017,2,6
841,428,15-04-2017,18-04-2017,17-04-2017,2,7
842,1133,15-04-2017,18-04-2017,16-04-2017,2,6
843,1059,16-04-2017,17-04-2017,19-04-2017,2,7
844,1436,16-04-2017,17-04-2017,18-04-2017,2,6
845,662,17-04-2017,18-04-2017,18-04-2017,2,7
846,715,17-04-2017,19-04-2017,19-04-2017,2,6
847,329,18-04-2017,19-04-2017,19-04-2017,2,7
848,597,18-04-2017,20-04-2017,20-04-2017,2,7
849,776,19-04-2017,20-04-2017,21-04-2017,1,2
850,1346,19-04-2017,22-04-2017,22-04-2017,1,3
851,1139,20-04-2017,21-04-2017,22-04-2017,2,6
852,13,21-04-2017,23-04-2017,22-04-2017,3,9
853,883,21-04-2017,24-04-2017,24-04-2017,3,8
854,177,22-04-2017,25-04-2017,23-04-2017,2,6
855,775,22-04-2017,23-04-2017,25-04-2017,2,6
856,477,23-04-2017,25-04-2017,26-04-2017,2,6
857,1402,24-04-2017,25-04-2017,26-04-2017,2,7
858,162,25-04-2017,27-04-2017,28-04-2017,2,6
859,644,25-04-2017,26-04-2017,26-04-2017,2,6
860,473,27-04-2017,29-04-2017,28-04-2017,2,7
861,1177,27-04-2017,29-04-2017,30-04-2017,2,7
862,1230,27-04-2017,30-04-2017,29-04-2017,3,8
863,446,28-04-2017,30-04-2017,01-05-2017,2,7
864,902,28-04-2017,30-04-2017,29-04-2017,2,6
865,974,29-04-2017,02-05-2017,01-05-2017,2,6
866,1410,29-04-2017,30-04-2017,01-05-2017,2,6
867,97,01-05-2017,03-05-2017,02-05-2017,1,3
868,868,01-05-2017,04-05-2017,02-05-2017,1,3
869,844,01-05-2017,04-05-2017,02-05-2017,2,7
870,1416,01-05-2017,04-05-2017,02-05-2017,2,6
871,358,02-05-2017,04-05-2017,03-05-2017,2,7
872,394,03-05-2017,06-05-2017,06-05-2017,1,3
873,829,03-05-2017,05-05-2017,05-05-2017,2,7
874,661,04-05-2017,05-05-2017,06-05-2017,2,7
875,386,05-05-2017,06-05-2017,08-05-2017,1,3
876,1046,05-05-2017,08-05-2017,06-05-2017,2,7
877,784,06-05-2017,07-05-2017,08-05-2017,2,6
878,224,07-05-2017,10-05-2017,09-05-2017,1,3
879,214,08-05-2017,09-05-2017,09-05-2017,2,7
880,1206,08-05-2017,11-05-2017,10-05-2017,2,6
881,1024,08-05-2017,11-05-2017,11-05-2017,3,9
882,196,09-05-2017,12-05-2017,10-05-2017,2,6
883,507,11-05-2017,13-05-2017,14-05-2017,2,6
884,871,11-05-2017,13-05-2017,12-05-2017,2,7
885,66,13-05-2017,13-05-2017,NULL,3,8
886,1396,13-05-2017,14-05-2017,15-05-2017,1,2
887,1195,13-05-2017,15-05-2017,15-05-2017,2,6
888,1038,14-05-2017,16-05-2017,16-05-2017,2,7
889,830,14-05-2017,17-05-2017,15-05-2017,3,8
890,171,15-05-2017,18-05-2017,18-05-2017,2,6
891,384,15-05-2017,18-05-2017,16-05-2017,2,6
892,651,15-05-2017,18-05-2017,17-05-2017,2,7
893,1293,16-05-2017,19-05-2017,19-05-2017,2,7
894,1320,16-05-2017,19-05-2017,19-05-2017,2,6
895,857,18-05-2017,21-05-2017,19-05-2017,2,6
896,376,19-05-2017,22-05-2017,21-05-2017,3,9
897,47,20-05-2017,21-05-2017,21-05-2017,1,2
898,352,20-05-2017,21-05-2017,22-05-2017,2,6
899,605,20-05-2017,21-05-2017,21-05-2017,2,7
900,971,20-05-2017,21-05-2017,22-05-2017,2,6
901,345,21-05-2017,22-05-2017,24-05-2017,2,7
902,1278,21-05-2017,24-05-2017,22-05-2017,2,6
903,179,22-05-2017,23-05-2017,24-05-2017,2,7
904,1020,23-05-2017,26-05-2017,24-05-2017,1,2
905,609,23-05-2017,26-05-2017,24-05-2017,2,6
906,877,23-05-2017,26-05-2017,26-05-2017,2,7
907,120,24-05-2017,26-05-2017,27-05-2017,1,2
908,402,25-05-2017,28-05-2017,27-05-2017,2,7
909,188,26-05-2017,27-05-2017,28-05-2017,1,2
910,342,26-05-2017,28-05-2017,28-05-2017,2,7
911,887,26-05-2017,29-05-2017,29-05-2017,2,6
912,519,27-05-2017,29-05-2017,29-05-2017,1,2
913,699,27-05-2017,29-05-2017,29-05-2017,2,6
914,1068,28-05-2017,31-05-2017,31-05-2017,1,2
915,215,28-05-2017,30-05-2017,30-05-2017,2,6
916,718,28-05-2017,29-05-2017,29-05-2017,2,6
917,881,29-05-2017,31-05-2017,01-06-2017,1,2
918,242,30-05-2017,31-05-2017,31-05-2017,1,3
919,781,30-05-2017,31-05-2017,31-05-2017,2,7
920,966,30-05-2017,01-06-2017,02-06-2017,2,7
921,628,31-05-2017,02-06-2017,02-06-2017,2,6
922,656,31-05-2017,01-06-2017,03-06-2017,2,6
923,769,31-05-2017,03-06-2017,02-06-2017,2,7
924,68,02-06-2017,02-06-2017,NULL,3,8
925,1316,02-06-2017,05-06-2017,03-06-2017,2,7
926,233,03-06-2017,05-06-2017,06-06-2017,1,2
927,1438,03-06-2017,05-06-2017,06-06-2017,1,2
928,957,05-06-2017,06-06-2017,06-06-2017,1,3
929,472,05-06-2017,06-06-2017,08-06-2017,2,6
930,1224,05-06-2017,06-06-2017,06-06-2017,3,9
931,631,07-06-2017,08-06-2017,08-06-2017,2,6
932,804,07-06-2017,08-06-2017,09-06-2017,2,6
933,909,07-06-2017,10-06-2017,08-06-2017,2,6
934,93,09-06-2017,10-06-2017,12-06-2017,2,7
935,43,10-06-2017,10-06-2017,NULL,3,8
936,265,10-06-2017,13-06-2017,12-06-2017,2,6
937,73,11-06-2017,14-06-2017,13-06-2017,2,7
938,129,11-06-2017,12-06-2017,12-06-2017,2,6
939,1407,11-06-2017,12-06-2017,14-06-2017,2,6
940,585,12-06-2017,14-06-2017,13-06-2017,1,2
941,736,12-06-2017,14-06-2017,14-06-2017,1,2
942,537,13-06-2017,16-06-2017,15-06-2017,2,6
943,1025,13-06-2017,15-06-2017,15-06-2017,2,6
944,138,14-06-2017,15-06-2017,17-06-2017,1,3
945,167,14-06-2017,15-06-2017,16-06-2017,2,7
946,525,14-06-2017,16-06-2017,15-06-2017,2,6
947,278,15-06-2017,18-06-2017,17-06-2017,1,3
948,618,15-06-2017,17-06-2017,17-06-2017,2,6
949,867,16-06-2017,18-06-2017,17-06-2017,1,3
950,142,16-06-2017,19-06-2017,18-06-2017,2,6
951,339,16-06-2017,19-06-2017,19-06-2017,2,7
952,355,16-06-2017,18-06-2017,18-06-2017,2,7
953,658,16-06-2017,18-06-2017,17-06-2017,2,7
954,611,17-06-2017,20-06-2017,20-06-2017,2,6
